2012-04-24,112192.12
2012-06-18,113669.47
2012-07-09,118440.57999999999
2012-08-04,161296.04000000004
2012-10-12,135209.89
2012-11-11,175969.51000000004
2013-04-06,136754.09
2012-12-17,136970.35
2013-03-15,133946.12
2013-03-03,199511.09000000003
2012-03-02,137233.99
2012-05-08,104668.95000000001
2012-05-25,146780.16
2012-09-22,168439.11
2013-01-12,199078.37
2012-10-14,180986.06000000003
2013-02-27,115084.80999999998
2013-03-22,140178.72
2012-07-01,154955.19999999998
2013-02-03,194317.1
2012-04-10,114552.15
2012-06-02,154751.67999999996
2012-12-01,177760.90000000002
2012-12-09,192074.04000000004
2013-04-09,83884.01000000001
2013-04-30,68100.35
2013-06-22,42556.780000000006
2013-06-29,35187.34
2013-07-10,18391.57
2012-08-19,168715.23
2012-03-31,186687.37999999998
2012-09-27,101646.17
2012-11-09,135604.73
2013-03-16,176164.05000000002
2013-04-08,94962.03
2012-03-29,111256.45000000001
2012-04-17,114506.48000000001
2012-06-06,131853.40999999997
2012-06-20,109680.55
2012-07-28,151364.59
2012-11-24,128614.66
2013-01-09,117591.01999999999
2013-06-15,79789.21
2013-07-05,23280.16
2012-05-12,167754.16
2012-11-03,176572.5
2012-06-14,105451.23999999999
2012-10-30,112005.37
2012-11-16,156594.03000000003
2013-01-04,144844.94
2012-08-11,160440.09
2013-01-15,122644.70999999999
2012-07-23,112501.61
2013-03-19,113653.94000000002
2012-10-01,119778.63
2013-01-07,125742.39
2013-04-15,92958.74
2013-06-03,55019.34999999999
2012-04-26,103495.05
2012-12-20,154359.61
2012-04-12,112072.73999999999
2012-07-24,110804.26
2012-09-21,135516.33
2012-03-25,175928.98
2012-12-11,121085.87
2013-05-10,80811.0
2012-09-13,100415.37
2013-06-05,56402.98999999999
2013-07-01,20316.66
2013-02-10,192073.03999999998
2012-03-06,120953.91999999998
2013-04-25,62844.25
2013-07-25,154.76
2013-07-28,11.66
2012-03-24,167322.99000000002
2012-05-28,126724.55
2012-07-06,122216.98999999999
2012-08-25,161816.73
2012-09-28,132748.14
2012-10-13,165874.27000000002
2012-11-06,114055.1
2012-12-31,181881.33
2013-01-11,146353.79
2012-03-16,143452.84
2012-04-27,120743.79999999999
2012-05-20,160144.28999999998
2012-08-12,161808.65999999997
2012-12-30,177561.69999999998
2012-09-08,166113.75
2013-03-11,116076.63
2012-03-27,112795.01
2012-03-28,116589.40000000001
2013-04-04,88476.56
2012-12-07,135714.72
2013-02-14,99480.15
2013-04-14,139872.37
2013-04-27,96412.62999999999
2012-05-14,109686.63
2012-05-27,136668.88
2012-07-26,103476.04000000002
2012-09-23,177431.91999999998
2012-12-18,139903.03000000003
2013-02-07,116012.50000000001
2012-12-21,193690.06999999998
2012-03-23,133433.41
2013-03-17,181727.16
2012-11-04,185803.66
2013-05-09,68227.39
2013-05-21,51715.15
2013-07-06,25680.82
2012-06-21,110076.44
2013-01-25,127488.68000000001
2013-04-03,107132.24
2012-04-11,116064.51000000001
2012-09-07,124061.37999999999
2013-05-02,65683.43000000001
2012-07-15,160898.43
2013-05-11,111046.89000000001
2013-06-18,48261.3
2013-06-10,52755.090000000004
2013-05-27,67097.89
2013-07-02,20904.329999999998
2012-04-14,185972.16
2012-04-13,144953.53000000003
2012-07-21,155012.16
2012-12-28,157290.77
2013-03-08,138767.05
2013-04-12,103886.72999999998
2013-05-05,115844.15000000001
2012-11-02,138107.12999999998
2012-06-01,138479.39
2012-08-09,106413.13
2012-05-26,158837.55000000002
2013-03-07,110382.93000000002
2013-03-30,189933.33000000002
2013-04-07,152323.4
2013-05-12,87389.45999999999
2012-05-30,106161.79999999999
2012-06-05,109269.28
2012-07-08,152732.94
2012-07-19,107460.88
2012-12-15,192823.66000000003
2012-12-26,95975.53
2012-08-07,114416.54000000001
2012-11-12,122649.76999999999
2012-03-03,190247.55000000002
2012-06-04,114643.95000000001
2012-06-11,110034.09
2012-09-25,106349.63
2012-10-21,175829.87
2013-02-22,130060.25
2013-05-13,68279.51
2013-06-24,27963.06
2012-04-28,155604.68
2012-05-13,126567.32
2013-02-12,113392.48000000001
2013-04-26,76844.68000000001
2012-09-30,182121.05
2013-06-04,51168.740000000005
2013-06-28,34913.14
2013-02-05,117020.65000000001
2012-12-05,153843.73
2012-08-31,149018.37999999998
2012-05-03,106850.8
2013-03-13,109509.31
2013-07-08,22488.11
2013-06-26,27027.570000000003
2012-08-17,130953.47999999998
2012-03-21,109377.30000000002
2013-01-20,174098.06999999998
2013-01-31,111805.21
2013-02-24,186628.58000000002
2013-05-24,71136.5
2012-05-21,107980.36
2013-02-18,131442.64
2013-03-04,129642.75000000001
2012-04-18,112005.57
2012-11-07,136237.53999999998
2012-12-16,193154.55
2013-06-08,72715.76
2012-11-30,139424.68
2013-03-14,105133.76000000001
2013-01-10,117298.62
2013-02-19,119132.53
2012-12-19,150544.53
2012-05-31,105141.41999999998
2013-05-14,67031.02
2012-05-22,106599.9
2013-07-03,29570.760000000002
2013-07-20,26302.409999999996
2013-05-29,50528.38999999999
2012-11-18,207870.15999999997
2013-03-05,126794.97999999998
2012-07-05,93776.09999999998
2012-10-26,142131.81
2012-07-10,111889.38
2013-04-05,107771.14
2012-03-18,177857.63999999998
2012-06-19,106079.58000000002
2012-08-13,112144.41
2012-09-03,149936.61
2012-10-02,118184.27
2012-03-26,121154.23000000001
2012-04-30,111927.87
2012-07-29,155148.04
2012-10-07,180572.89
2012-12-22,250890.33
2013-02-28,116328.96
2013-03-31,83932.83
2012-06-23,154841.92
2012-09-29,164501.41999999998
2013-02-16,177290.87000000002
2012-03-30,144004.16999999998
2013-03-02,197476.13999999998
2012-04-15,193770.84
2012-04-16,121235.91
2012-10-17,113079.67
2013-01-30,100715.24
2013-04-29,69577.41999999998
2013-06-21,59518.45999999999
2012-03-13,113813.45000000001
2012-03-20,110529.90000000001
2012-10-29,123709.44999999998
2012-06-17,142434.66
2012-10-16,109761.02
2013-04-13,132508.87
2013-07-19,22914.42
2012-06-16,175937.17
2012-11-26,122989.63
2012-11-01,107073.66
2012-04-09,111946.41
2013-05-06,75742.56
2013-03-01,148865.17
2013-03-12,109176.3
2013-04-10,85448.96
2013-07-16,18267.06
2013-07-07,28211.48
2013-07-26,58.260000000000005
2012-12-10,126466.54000000001
2013-01-06,190988.73
2012-08-01,139994.55000000002
2012-11-14,118721.76000000001
2012-11-22,41034.71
2012-04-25,114494.04000000001
2013-06-19,51324.48
2012-03-09,135563.32
2012-04-03,127118.16000000002
2013-02-17,175410.11000000002
2013-04-23,70459.72
2012-03-10,176824.15
2013-04-11,84450.20000000001
2012-03-07,146594.28
2012-07-13,132603.44
2013-01-03,126129.67
2013-01-18,138273.96
